year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2016,1,การบำเพ็ญทุกรกิริยาของพระสิทธัตถะ กระทำไปเพื่อความมุ่งหมายในข้อใด,(1) เพื่อสร้างกำลังใจให้มั่นคง (2) เพื่อปลีกพระองค์ไปพำนักในป่า (3) เพื่อเปรียบเทียบการทรมานร่างกายด้วยวิธีต่าง ๆ (4) เพื่อความหลุดพ้นตามความเชื่อของนักบวชในยุคนั้น,(4) เพื่อความหลุดพ้นตามความเชื่อของนักบวชในยุคนั้น,TRUE,TRUE,TRUE,
2016,2,นักบวชกลุ่มแรกที่ได้ฟังธรรมจากพระพุทธเจ้า คือกลุ่มใด,(1) อัครสาวกเบื้องขวาและเบื้องซ้าย (2) พระยสะและสหาย (3) ชฎิล 3 พี่น้อง (4) ปัญจวัคดีย์,(4) ปัญจวัคดีย์,TRUE,TRUE,TRUE,
2016,3,การทนอยู่ได้ยาก ทนอยู่ในสภาพเดิมไม่ได้ หมายถึงข้อใด,(1) ทุกข์ (2) ขันติ (3) นิโรธ (4) อุเบกขา ,(1) ทุกข์,TRUE,TRUE,TRUE,
2016,4,"""ศีล"" เกี่ยวข้องกับเรื่องใดโดยตรง",(1) การฝึกใจให้มีสมาธิ (2) การฝึกกายวาจาให้มีวินัย (3) การรู้เท่าทันความจริงของชีวิต (4) การสร้างปัญญาให้เฉลียวฉลาด,(2) การฝึกกายวาจาให้มีวินัย,TRUE,TRUE,TRUE,
2016,5,การกระทำใดไม่เหมาะสมในการไปร่วมพิธีกรรมของศาสนาอื่น,(1) ให้ความเคารพสถานที่และกิจกรรม (2) พูดจาซักถามข้อสงสัยขณะร่วมพิธี (3) ศึกษาข้อมูลเบื้องต้นมาก่อน (4) สำรวมระหว่างเข้าร่วมพิธี,(2) พูดจาซักถามข้อสงสัยขณะร่วมพิธี,TRUE,TRUE,TRUE,
2016,6,การปฏิบัติของพระสงฆ์ข้อใดได้ชื่อว่าเป็นผู้ปฏิบัติดีปฏิบัติชอบมากที่สุด,(1) ปฏิบัติตามอริยมรรค (2) ปฏิบัติธรรมตามลำพัง (3) จำพรรษาในเขตชนบท (4) ศึกษาพระไตรปิฎกจนแตกฉาน,(1) ปฏิบัติตามอริยมรรค,TRUE,TRUE,TRUE,
2016,7,ข้อใดไม่ถูกต้องเกี่ยวกับความเพียรชอบ,(1) เพียรรักษาความดี (2) เพียรกระทำตามที่ตนเชื่อ (3) เพียรหลีกเลี่ยงจากความเสื่อม (4) เพียรสร้างกุศลที่ยังไม่เกิดให้เกิดขึ้น,(2) เพียรกระทำตามที่ตนเชื่อ,TRUE,TRUE,TRUE,
2016,8,เพราะเหตุใดพระพุทธเจ้าจึงอนุญาตให้มีการถวายผ้ากฐิน,(1) เพื่อใช้ในการธุดงค์ (2) ภิกษุจะได้เปลี่ยนจีวรที่เก่าขาด (3) เป็นโอกาสที่ภิกษุจะได้แสดงธรรม (4) เพื่อสร้างความสามัดคีของพุทธศาสนิกชน,(2) ภิกษุจะได้เปลี่ยนจีวรที่เก่าขาด,TRUE,TRUE,TRUE,
2016,9,การตักบาตรทำให้เกิดผลดีต่อตัวเรามากที่สุดในข้อใด,(1) เพื่อลดความตระหนี่ (2) เพื่อขอพรให้เกิดความสำเร็จ (3) เพื่อบำเพ็ญสาธารณประโยชน์ (4) เพื่อให้เกิดกำลังใจในการศึกษาเล่าเรียน,(1) เพื่อลดความตระหนี่,TRUE,TRUE,TRUE,
2016,10,กฎหมายใดมีบทบัญญัติรับรองคุ้มครองสิทธิเสรีภาพขั้นพื้นฐานของประชาชนที่ครอบคลุมมากที่สุด,(1) กฎหมายแพ่งและพาณิชย์ (2) กฎหมายรัฐธรรมนูญ (3) กฎหมายปกครอง (4) กฎหมายแรงงาน,(2) กฎหมายรัฐธรรมนูญ,TRUE,TRUE,TRUE,
