year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2021,1," กำหนดให้ x , y , z เป็นจำนวนจริงที่ไม่เท่ากับศูนย์และ sqrt(x^2 y^4 z^2 = - xy^2z  ข้อใดต่อไปนี้เป็นไปไม่ได้","(1)  xz < 0
(2)  xz > 0
(3)  xy > 0
(4)  yz < 0
(5)  yz > 0",(2) xz > 0,TRUE,TRUE,TRUE,
2021,2,"กำหนดให้ p และ q เป็นประพจน์ 
ข้อใดต่อไปนี้ สามารถมีค่าความจริงได้มากกว่า 1 ค่า","(1) (pvq) → q
(2) (~p^q) → q
(3) (~q^q) → p
(4)  p v (p → q)
(5) (pvq) (~p^~q)",(1) (pvq) → q,TRUE,TRUE,TRUE,
2021,3,"กำหนดให้ประพจน์ “ถ้ามานีตั้งใจเรียนแล้วมานีสอบผ่าน” มีค่าความจริงเป็นเท็จ
และ “มานีเป็นหัวหน้าห้องหรือมานีสอบผ่าน”  มีค่าความจริงเป็นจริง
ประพจน์ในข้อใดต่อไปนี้มีค่าความจริงเป็นจริง","(1) มานีไม่ตั้งใจเรียนหรือมาสอบผ่าน
(2) มานีสอบผ่านและมานไม่เป็นหัวหน้าห้อง
(3) มานี้ตั้งใจเรียนก็ต่อเมื่อมานีสอบผ่าน
(4) ถ้ามานีเป็นหัวหน้าห้องแล้วมานีไม่ตั้งใจเรียน
(5) มานีเป็นหัวหน้าห้องก็ต่อเมื่อมานีสอบไม่ผ่าน",(5) มานีเป็นหัวหน้าห้องก็ต่อเมื่อมานีสอบไม่ผ่าน,TRUE,TRUE,TRUE,
2021,4,"กำหนดให้  U = {1,2,3,...,50} และ
                A =  {neu | n เป็นจำนวนคู่}
                B =  {neu | n หารด้วย 3 ลงตัว}
จำนวนสมาชิกของ A – (A^B)  เท่ากับเท่าใด","(1) 8
(2) 9
(3) 15
(4) 17
(5) 19",(4) 17,TRUE,TRUE,TRUE,
2021,5,"ในการแข่งขันกีฬาสามประเภท ของโรงเรียนบ้านโกงกาง
มีนักกีฬา 37 คนได้เหรียญรางวัลจากกีฬาวิ่ง
มีนักกีฬา 13 คนได้เหรียญรางวัลจากกีฬาว่ายน้ำ และ
มีนักกีฬา 19 คนได้เหรียญ รางวัลจากกีฬาปันจักรยาน
ถ้ามีนักกีฬาที่ได้รับเหรียญรางวัลทั้งหมด 46 คนซึ่งมีเพียง 3 คนที่ได้เหรียญรางวัล
จากทุกประเภทกีฬาแล้วมีนักกีฬากี่คน ที่ได้เหรียญจากสองประเภทกีฬาเท่านั้น","(1) 13 คน
(2) 16 คน
(3) 17 คน
(4) 19 คน
(5) 23 คน",(3) 17 คน,TRUE,TRUE,TRUE,
2021,6,กราฟมีลักษณะคล้ายขั้นบันไดต่อไปนี้แสดงค่าบริการจอดรถของอาคารจอดรถในข้อใด,"(1) อาคาร A     ค่าบริการจอดรถ 
                     (เศษของ ชม. ปัดขึ้น)     
 2 ชม. แรก      ฟรี 
 5 ชม. ถัดไป   ชม. ละ 10 บาท 
 หลังจากนั้น    เหมาจ่าย 60 บาท

(2) อาคาร B     ค่าบริการจอดรถ 
                     (เศษของ ชม. ปัดลง)     
 2 ชม. แรก      ฟรี 
 3 ชม. ถัดไป   ชม. ละ 10 บาท 
 หลังจากนั้น    เหมาจ่าย 60 บาท

(3) อาคาร C     ค่าบริการจอดรถ 
                     (เศษของ ชม. ปัดขึ้น)     
 2 ชม. แรก      ฟรี 
 3 ชม. ถัดไป   ชม. ละ 10 บาท 
 หลังจากนั้น    เหมาจ่าย 60 บาท

(4) อาคาร D     ค่าบริการจอดรถ 
                     (เศษของ ชม. ปัดขึ้น)     
 2 ชม. แรก      ฟรี 
 3 ชม. ถัดไป   ชม. ละ 10 บาท 
 หลังจากนั้น    เหมาจ่าย 60 บาท

(5) อาคาร E     ค่าบริการจอดรถ 
                     (เศษของ ชม. ปัดขึ้น)     
 2 ชม. แรก      ฟรี 
 หลังจากนั้น    ชม. ละ 10 บาท
","(4) อาคาร D     ค่าบริการจอดรถ 
                     (เศษของ ชม. ปัดขึ้น)     
 2 ชม. แรก      ฟรี 
 3 ชม. ถัดไป   ชม. ละ 10 บาท 
 หลังจากนั้น    เหมาจ่าย 60 บาท",FALSE,TRUE,TRUE,
2021,7,"ตามสถิติของการเกิดโรคระบาดครั้งหนึ่งเมือง ก มีจำนวนผู้ป่วยลดลงวันละ 22 คน
ในขณะที่เมือง ข มีจำนวนผู้ป่วยเพิ่มขึ้นวันละ 15 คนถ้าในวันนี้เมือง ก และเมือง ข
มีจำนวนผู้ป่วยมีผู้ป่วยจำนวน 745 คนและ 42 คนแล้วเมื่อทั้งสองเมืองตามลำดับ
เท่ากันนั้น แต่ละเมืองมีผู้ป่วยจำนวนเท่าใด","(1) 285 คน
(2) 327 คน
(3) 334 คน
(4) 351 คน
(5) 373 คน",(2) 327 คน,TRUE,TRUE,TRUE,
2021,8,"ทุกวันที่ 1 ของเดือน อดิเรกจะฝากเงินจำนวน 2,500 บาทเข้าบัญชีธนาคารที่คิด
ดอกเบี้ยเงินฝากทบต้นทุกเดือนในอัตรา 1.2% ต่อปีเมื่อครบ 4 ปีอดิเรกจะมีเงินฝาก
รวมในบัญชีนี้เท่ากับเท่าใด","(1) 2,502,500 (1.001^48 -1) บาท
(2) 2,500,000 (1.001^48 -1) บาท
(3) 2,502,500 (1.001^47 -1) บาท
(4) 2,500,000 (1,001^47 -1) บาท
(5) 2,502,500 (1.001^4 -1)  บาท","(1) 2,502,500 (1.001^48 -1) บาท
",TRUE,TRUE,TRUE,
2021,9,"กำหนดให้ p เป็นจำนวนจริงโดยที่ p,1 p+3,... เป็นลำดับเลขคณิต
ผลบวก 10 พจน์แรกของอนุกรมที่ได้จากลำดับเลขคณิตนี้ เท่ากับเท่าใด","(1) -31.5
(2) -27.5
(3)  27.5
(4)  62.5
(5)  63",(4) 62.5,TRUE,TRUE,TRUE,
2021,10,"นาวาเปิดบัญชีเงินฝากด้วยเงินต้น 10,000 บาทและไม่มีการฝากหรือถอนเงินในช่วง
เวลา 5 ปีเมื่อครบเวลาดังกล่าวนาวามีเงินในบัญชีทั้งสิ้น 15,000 บาท ถ้าธนาคารคิด
ดอกเบี้ยแบบทบต้นทุก 3 เดือนแล้วอัตราดอกเบี้ยต่อปี เท่ากับเท่าใด","(1) 400 [(3/2)^1/20 - 1] เปอร์เซ็นต์
(2) 4[(2/3)^1/20 + 1] เปอร์เซ็นต์
(3) 0.03[(3/2)^1/15 + 1] เปอร์เซ็นต์
(4) 400[1-(2/3)1/20]   เปอร์เซ็นต์
(5) 300[(3/2)1/15 - 1] เปอร์เซ็นต์",(1) 400 [(3/2)^1/20 - 1] เปอร์เซ็นต์,TRUE,TRUE,TRUE,
