year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2021,1,"Situation: In the cafeteria Amelia: What do you want to do today? Isabella: _______1_______. Amelia: What's that? Isabella: _______2_______ to people you don't know very well. It's good for networking and social events. Amelia: ________3_______ It must help fill up silences and make the situation more comfortable. Isabella: It does. You can talk about the weather, news, sports, movies - anything not too serious. What is the most suitable answer for _1_?",(1) I'd do it again (2)  I'd like to practice small talk (3)  I'd rather keep quiet (4)  I'd better speak faster,(2) I'd like to practice small talk,TRUE,TRUE,TRUE,
2021,2,"Situation: In the cafeteria Amelia: What do you want to do today? Isabella: _______1_______. Amelia: What's that? Isabella: _______2_______ to people you don't know very well. It's good for networking and social events. Amelia: ________3_______ It must help fill up silences and make the situation more comfortable. Isabella: It does. You can talk about the weather, news, sports, movies - anything not too serious. What is the most suitable answer for _2_?",(1) It's a story told (2)  It's a speech given (3)  It's a way of listening (4)  It's a skill for talking,(4) It's a skill for talking,TRUE,TRUE,TRUE,
2021,3,"Situation: In the cafeteria Amelia: What do you want to do today? Isabella: _______1_______. Amelia: What's that? Isabella: _______2_______ to people you don't know very well. It's good for networking and social events. Amelia: ________3_______ It must help fill up silences and make the situation more comfortable. Isabella: It does. You can talk about the weather, news, sports, movies - anything not too serious. What is the most suitable answer for _3_?",(1) That is skillful (2) That is the real deal (3) That could be useful (4) That avoids the problem,(3) That could be useful,TRUE,TRUE,TRUE,
2021,4,"Situation: At school Tabitha: Are you ready to do the quiz? Annalise: _____________4__________! Tabitha: Have you studied the differences between British English and American English? Annalise: Yes -- pronunciation, spelling, and vocabulary._______5________, right? Tabitha: What about grammar? There are differences in that too. Annalise:_______6________! Tabitha: It's True. You'd better study that also. What is the most suitable answer for _4_?",(1) Normally (2) Definitely (3) Similarly (4) Regularly,(2) Definitely,TRUE,TRUE,TRUE,
2021,5,"Situation: At school Tabitha: Are you ready to do the quiz? Annalise: _____________4__________! Tabitha: Have you studied the differences between British English and American English? Annalise: Yes -- pronunciation, spelling, and vocabulary._______5________, right? Tabitha: What about grammar? There are differences in that too. Annalise:_______6________! Tabitha: It's True. You'd better study that also. What is the most suitable answer for _5_?",(1) That's all (2) That's real (3) That's possible (4) That's nothing,(1) That's all,TRUE,TRUE,TRUE,
2021,6,"Situation: At school Tabitha: Are you ready to do the quiz? Annalise: _____________4__________! Tabitha: Have you studied the differences between British English and American English? Annalise: Yes -- pronunciation, spelling, and vocabulary._______5________, right? Tabitha: What about grammar? There are differences in that too. Annalise:_______6________! Tabitha: It's True. You'd better study that also. What is the most suitable answer for _6_?",(1) Watch out (2) It's nowhere near (3) Hang on in there (4) That's unbelievable,(4) That's unbelievable,TRUE,TRUE,TRUE,
2021,7,Situation: In the common room Beau: _______7_________? Candace: Oh! They couldn't be better. I got a raise! Beau: ________8________. Candace: What about you? Beau: ______9______. I just got fired. What is the most suitable answer for _7_?,(1)  How bad can it be (2) How are things going (3)  How do you do it (4) How good is this one,(2) How are things going,TRUE,TRUE,TRUE,
2021,8,Situation: In the common room Beau: _______7_________? Candace: Oh! They couldn't be better. I got a raise! Beau: ________8________. Candace: What about you? Beau: ______9______. I just got fired. What is the most suitable answer for _8_?,(1)  That's great (2)  Get well soon (3)  See you later (4) Sorry to hear that,(1) That's great,TRUE,TRUE,TRUE,
2021,9,Situation: In the common room Beau: _______7_________? Candace: Oh! They couldn't be better. I got a raise! Beau: ________8________. Candace: What about you? Beau: ______9______. I just got fired. What is the most suitable answer for _9_?,(1) I'm OK (2) I'm with you (3) Not so good (4)  Not too much,(3) Not so good,TRUE,TRUE,TRUE,
2021,10,Situation: You want to buy a train ticket in the UK. Look at the pictures showing the correct steps for buying it. Read the following instructions and rearrange them according to the correct order of the pictures. A. Get on the train. B. Get off the train. C. Get your ticket at the booking office. D. Have a seat and relax until you get to your destination. E. Arrive early onto the train's platform to look for your train car. F. Call the transport company in case you have questions.,,(1) C-E-F-A-D-B,FALSE,TRUE,TRUE,Understanding Picture is required.
2021,11,"Situation: Read the description of Slice and Fold House. Slice and Fold House looks like a carefully folded piece of origami. The building has sharp-angled lines and openings of various sizes, which allow natural light to fill every room. The front of the house has a large garage. The house itself is sunk deep into the ground to connect the gigantie structure to the steep slope. Which of the following is a picture of Slice and Fold House",,,FALSE,TRUE,TRUE,Understanding Picture is required.
2021,12,"Situation : Read the news article. (1) Fabien Cousteau, a well-known ocean explorer, has announced plans to build a large research station under the ocean. The goal of the project is to become an ""underwater version of the International Space Station"" (ISS). He feels that though oceans cover more than 70% of our planet, they still aren't well explored. (2) Mr. Cousteau believes exploring the ocean is far more important than exploring space. Although the ocean is all around us, studying it is a challenge. Divers are limited in how far down they can go and how long they can stay below. Returning to the surface can be dangerous. After a deep dive, divers must wait for hours before they dive again. All of this means that undersea experiments are very limited. (3) Mr. Coustcau says that the research base won't just be used to study and help protect the sea, but also to research new ways of creating energy, growing food, and perhaps even scarching for new medicines. He hopes to have the lab completed and ready to use by 2023. According to the news article, which sentence is True about the undersea","(1)  It will be mainly used for growing food. (2)  It was nearly complete at the time the article was written. (3) It is designed only to conduct scientific and space research. (4) It will study a variety of areas such as energy, food and medicines.","(4) It will study a variety of areas such as energy, food and medicines.",TRUE,TRUE,TRUE,
2021,13,"Situation : Read the news article. (1) Fabien Cousteau, a well-known ocean explorer, has announced plans to build a large research station under the ocean. The goal of the project is to become an ""underwater version of the International Space Station"" (ISS). He feels that though oceans cover more than 70% of our planet, they still aren't well explored. (2) Mr. Cousteau believes exploring the ocean is far more important than exploring space. Although the ocean is all around us, studying it is a challenge. Divers are limited in how far down they can go and how long they can stay below. Returning to the surface can be dangerous. After a deep dive, divers must wait for hours before they dive again. All of this means that undersea experiments are very limited. (3) Mr. Coustcau says that the research base won't just be used to study and help protect the sea, but also to research new ways of creating energy, growing food, and perhaps even scarching for new medicines. He hopes to have the lab completed and ready to use by 2023. Which of the following is mentioned in the second paragraph?",(1) The limitation of ocean exploration (2) The design of the undersea laboratory (3) The size of the undersea rescarch station (4) The importance of space exploration,(1) The limitation of ocean exploration,TRUE,TRUE,TRUE,
2021,14,"Situation : Read the news article. (1) Fabien Cousteau, a well-known ocean explorer, has announced plans to build a large research station under the ocean. The goal of the project is to become an ""underwater version of the International Space Station"" (ISS). He feels that though oceans cover more than 70% of our planet, they still aren't well explored. (2) Mr. Cousteau believes exploring the ocean is far more important than exploring space. Although the ocean is all around us, studying it is a challenge. Divers are limited in how far down they can go and how long they can stay below. Returning to the surface can be dangerous. After a deep dive, divers must wait for hours before they dive again. All of this means that undersea experiments are very limited. (3) Mr. Coustcau says that the research base won't just be used to study and help protect the sea, but also to research new ways of creating energy, growing food, and perhaps even scarching for new medicines. He hopes to have the lab completed and ready to use by 2023. What does Fabien Cousteau think about ocean exploration?",(1) It is waste of time. (2) It requires strong divers. (3) It should get much more attention. (4) It is less important than space exploration.,(3) It should get much more attention.,TRUE,TRUE,TRUE,
2021,15,"Situation: Read the joke. There was a family with a daughter who was very talkative, and she would talk on the phone hour after hour when she was alone at home. At the end of every month her father would get a massive telephone bill and he became very concerned about this. One day the family was having dinner and the phone rang. The daughter immediately ran to the phone and started chatting. Afier about a half hour, she hung up and came back to the table. The father was happy that she hung up after only 30 minutes because she normally talked for at Ieast 2 hours. So, he happily inquired why she was so busy that she had to hang up so quickly. Oh, it was a wrong number, replied the daughter. Which event happened first in the story?",(1)  There was a telephone call. (2) The father asked a question. (3) The daughter answered the phone. (4) The father and the daughter were having dinner.,(4) The father and the daughter were having dinner.,TRUE,TRUE,TRUE,
2021,16,"Situation: Read the joke. There was a family with a daughter who was very talkative, and she would talk on the phone hour after hour when she was alone at home. At the end of every month her father would get a massive telephone bill and he became very concerned about this. One day the family was having dinner and the phone rang. The daughter immediately ran to the phone and started chatting. Afier about a half hour, she hung up and came back to the table. The father was happy that she hung up after only 30 minutes because she normally talked for at Ieast 2 hours. So, he happily inquired why she was so busy that she had to hang up so quickly. Oh, it was a wrong number, replied the daughter. Why did the daughter talk on the phone less than usual?",(1) The phone call was very interesting. (2) The caller dialed the wrong number. (3) The daughter did not like the caller. (4) The father told her to stop talking.,(2) The caller dialed the wrong number.,TRUE,TRUE,TRUE,
2021,17,"Situation: Read the joke. There was a family with a daughter who was very talkative, and she would talk on the phone hour after hour when she was alone at home. At the end of every month her father would get a massive telephone bill and he became very concerned about this. One day the family was having dinner and the phone rang. The daughter immediately ran to the phone and started chatting. Afier about a half hour, she hung up and came back to the table. The father was happy that she hung up after only 30 minutes because she normally talked for at Ieast 2 hours. So, he happily inquired why she was so busy that she had to hang up so quickly. Oh, it was a wrong number, replied the daughter. Which of the following can be inferred from the story?",(1) The father was happy that his daughter was talkative. (2) The daughter was too busy to talk long on the phone. (3) The father wanted his daughter to talk less on the phone. (4) The daughter loved to talk only with her close friends.,(3) The father wanted his daughter to talk less on the phone.,TRUE,TRUE,TRUE,
2021,18,"Situation: Read about a superstition. The hearse, the funeral car carrying a dead person. is a most well-known icon of death and mourning. Since the time of horse drawn hearses, a common belief was that if you saw a hearsc, you would be the next to die. To avoid such a horrible curse, in Victorian England, it was believed that holding a button could push away the death.  Some people held a button until they saw a bird. Others would go as far as to hold their breath, close their eyes and put their feet up in the air. One of the more interesting traditions about hearses passing by is taken from Japanese culture. Hiding one's thumb in a fist while the hearse passed was done to protect the parents from an early death. Another superstition is based on which direction you see the hearse moving. If the hearse is moving toward you and empty, it is considered good luck in some parts of the United States. In other areas of the U.S., it could bring on three days of good or bad luck. On the other hand, if a hearse is empty and moving away from you, you are close to death. Which of the following is mentioned as a superstitious act a person may do to avoid death when seeing a hearse?",(1) Put his/her thumb up (2) Breathe in and out slowly (3) Hold a button in his/her hand (4) Jump into the air to catch a bird,(3) Hold a button in his/her hand,TRUE,TRUE,TRUE,
2021,19,"Situation: Read about a superstition. The hearse, the funeral car carrying a dead person. is a most well-known icon of death and mourning.  Since the time of horse drawn hearses, a common belief was that if you saw a hearsc, you would be the next to die.  To avoid such a horrible curse, in Victorian England, it was believed that holding a button could push away the death.  Some people held a button until they saw a bird.  Others would go as far as to hold their breath, close their eyes and put their feet up in the air. One of the more interesting traditions about hearses passing by is taken from Japanese culture.  Hiding one's thumb in a fist while the hearse passed was done to protect the parents from an early death. Another superstition is based on which direction you see the hearse moving. If the hearse is moving toward you and empty, it is considered good luck in some parts of the United States. In other areas of the U.S., it could bring on three days of good or bad luck. On the other hand, if a hearse is empty and moving away from you, you are close to death. What is the passage mainly about?",(1) Superstitions about hearses (2) Positive effects of seeing a hearse (3) Old beliefs about horse drawn hearses (4) Japanese and American beliefs about hearses,(1) Superstitions about hearses,TRUE,TRUE,TRUE,
2021,20,"Situation: Read about a superstition. The hearse, the funeral car carrying a dead person. is a most well-known icon of death and mourning.  Since the time of horse drawn hearses, a common belief was that if you saw a hearsc, you would be the next to die.  To avoid such a horrible curse, in Victorian England, it was believed that holding a button could push away the death.  Some people held a button until they saw a bird.  Others would go as far as to hold their breath, close their eyes and put their feet up in the air. One of the more interesting traditions about hearses passing by is taken from Japanese culture.  Hiding one's thumb in a fist while the hearse passed was done to protect the parents from an early death. Another superstition is based on which direction you see the hearse moving. If the hearse is moving toward you and empty, it is considered good luck in some parts of the United States. In other areas of the U.S., it could bring on three days of good or bad luck. On the other hand, if a hearse is empty and moving away from you, you are close to death. What can be inferred from the passage?",(1) Americans are more superstitious than the Japanese. (2) Nobody can avoid one day being the passenger in a hearse. (3) The Japanese have greater love and respect for their parents than the Americans. (4) A superstitious American might be fearful when seeing an empty hearse moving away from him/her.,(4) A superstitious American might be fearful when seeing an empty hearse moving away from him/her.,TRUE,TRUE,TRUE,
2021,21,"Situation: Read the article. Imagine diving from high in the sky or from a cliff or tall building at speeds of up to 200 miles an hour. That's what the percgrine falcon does when it hunts. The peregrine falcon is built for fast flight. It has pointed, streamlined wings with powerful flight muscles. It also has a very strong heart and lungs. When it spots a bird in fight, it descends in a spectacular dive called a stoop, striking the prey with its claws. Those in the Arctic fly to South America in winter. When the weather warms, they return to the Arctic. This round-trip migration is 15,000 miles. That's like flying from Los Angeles, California to New York City six times. It takes a strong flyer to do that year after year! Peregrine falcons provide a great example of how humans can hurt nature. In the 1950's and 1960's human use of insect-killing pesticides like DDT made peregrine falcons an endangered species in the United States. The poisons got into the falcons' prey. When the birds ate the prey, they also ate the poisons. This led to mother birds laying eggs with shells so thin that they broke. What do we learn about the peregrine falcon from the first paragraph?",(1)  It loves to dive fast from high buildings and clifis. (2)  Its spectacular stoop when hunting drives its prey away. (3)  Its strong heart and lungs help it to fly 200 miles an hour. (4)  It is born with strong body and wings suitable for hunting.,(4) It is born with strong body and wings suitable for hunting.,TRUE,TRUE,TRUE,
